# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at http://omim.org/help/agreement.
# Generated: 2016-05-26
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
1.203	1	8	16	1p36.12	CDC42, TKS	P	Cell division cycle 42 (GTP-binding protein, 25kD)	116952	H, R, REc		Takenouchi-Kosaki syndrome, 616737 (3)	4(cdc42)
1.204	1	1	95	1p35.3	CHC1, RCC1	C	Regulator of chromosome condensation	179710	REb, A			4(Chc1)
1.205	5	25	14	1p36.12	DDOST, OST, OST48, CDG1R	P	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	602202	A	mutation (cmpd het) identified in 1 CDG1R patient	?Congenital disorder of glycosylation, type Ir, 614507 (3)	
1.206	7	16	09	1p36.21	DHRS3, RETSDR1	P	Short-chain dehydrogenase/reductase family, member 3	612830	A, R			
1.207	4	6	11	1p36.12	ECE1	C	Endothelin converting enzyme 1	600423	A, R, Psh		Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3); {Hypertension, essential, susceptibility to}, 145500 (3)	
1.208	5	6	13	1p36.13	EPHA2, ECK, ARCC2, CTPP1, CTPA, ARCC2, CTRCT6	C	Ephrin receptor EphA2	176946	A, REa, Fd		Cataract 6, multiple types, 116600 (3)	
1.209	4	11	97	1p36.11	EXTL1	P	Exostosin-like 1	601738	R, A			
1.210	8	28	02	1p36.11	HMGN2, HMG17	C	High-mobility group nucleosomal binding protein 2	163910	REa, A			
1.211	4	1	01	1p36.12	HSPG2, PLC, SJS, SJA, SJS1	C	Heparan sulfate proteoglycan of basement membrane (perlecan)	142461	A, REa, LD		Schwartz-Jampel syndrome, type 1, 255800 (3); Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3)	4(Plc)
1.212	2	28	03	1p36.11	MDS2	P	Myelodysplasia syndrome gene 2	607305	A	fused with ETV6 in myelodysplastic syndrome		
1.213	3	6	01	1p36.11	NR0B2, SHP	P	Nuclear receptor subfamily 0, group B, member 2	604630	REa, A		Obesity, mild, early-onset, 601665 (3)	
1.214	11	3	98	1p35.3	RNU17A, RNE1	C	RNA, U17a small nucleolar	180645	REn	in IVS1 of CHC1		
1.215	11	3	98	1p35.3	RNU17B	P	RNA, U17b small nucleolar	603239	REn			
1.216	12	15	99	1p35.3	RNU17D, U17HG	P	RNA, U17d small nucleolar	603238	REn			
1.217	8	30	09	1p36.11	RPS6KA1, RSK1	P	Ribosomal protein S6 kinase, 90kD, 1	601684	REa, REc			
1.218	2	20	98	1p36.21	RSC1A1, RS1	P	Regulatory solute carrier protein, family 1, member 1	601966	A			
1.219	12	19	11	1p36.11	SRSF10, FUSIP1, TASR, TASR1, TASR2	P	Splicine factor, serine/arginine-rich, 10	605221	REc	pseudogenes on chr. 9, 12, 20		
1.220	2	15	96	1p36.11	TCEB3	P	Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)	600786	A			
1.221	9	2	09	1q21.1	TRNAN1, TRN1, TRN	P	tRNA asparagine	189880	REa, RE			
1.222	8	1	14	1p36.12	EPHB2, EPHT3, DRT, ERK, PCBC, CAPB	C	eph tyrosine kinase 3 (ephrin receptor EphB2)	600997	Psh, A, Fd		{Prostate cancer/brain cancer susceptibility, somatic}, 603688 (3)	4(Ephb2)
1.223	4	23	96	1p36.1-p35	MEMO1	P	Methylation modifier for class I HLA	601201	D			
1.224	10	22	95	1p36.13	MFAP2, MAGP, MAGP1	P	Microfibrillar-associated protein-2	156790	REa, A			4(Mfap2)
1.225	2	26	95	1p36.12	RAP1GA1	P	RAP1, GTPase activating protein 1	600278	A, REa			
1.226	2	4	09	1p36.11	RPL11, DBA7	C	Ribosomal protein L11	604175	REa, R, A		Diamond-Blackfan anemia 7, 612562 (3)	
1.227	3	15	13	1p36.13	SDHB, SDH2, SDHIP, PGL4, CWS2	C	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	185470	S, REa, A	1 of 2 polypeptides	Paragangliomas 4, 115310 (3); Pheochromocytoma, 171300 (3); Paraganglioma and gastric stromal sarcoma, 606864 (3); Cowden syndrome 2, 612359 (3); Gastrointestinal stromal tumor, 606764 (3)	
1.228	4	2	15	1p36.11	SLC9A1, NHE1, APNH, LIKNS	C	Solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	107310	A, F, Fd	mutation identified in 1 LIKNS family	?Lichtenstein-Knorr syndrome, 616291 (3)	4(Apnh, Nhe1)
1.229	7	17	01	1p36.11	STMN1, LAP18, SMN	P	Stathmin	151442	REa, A			4(Lap18)
1.230	1	1	95	1p36.11	GPR3	C	G protein-coupled receptor-3	600241	A			
1.231	3	17	94	1p35.3	OPRD1	P	Opioid receptor, delta-1	165195	H, A			4(Nbor, Oprd1)
1.232	8	12	09	1p36.12	ALPL, HOPS, TNSALP	C	Alkaline phosphatase, liver/bone/kidney	171760	S, H, Fd, F, A		Hypophosphatasia, infantile, 241500 (3); Hypophosphatasia, childhood, 241510 (3); Odontohypophosphatasia, 146300 (3); Hypophosphatasia, adult, 146300 (3)	4(Akp2)
1.233	3	17	06	1p36.31	ACOT7, BACH, LACH	P	Acyl-CoA thioesterase 7	602587	REc			
1.234	2	15	06	1p36	AD7CNTP	P	Alzheimer disease neuronal thread protein	607413	R, REc			
1.235	1	25	99	1p36.13	ALDH4A1, ALDH4, P5CDH	P	Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	606811	A		Hyperprolinemia, type II, 239510 (3)	
1.236	11	7	08	1p36	ALPQTL2	P	Alkaline phosphatase, plasma level of, QTL 2	612367	Fd	linkage with rs1780324	{Alkaline phosphatase, plasma level of, QTL 2} (2)	
1.237	11	1	13	1p36.13	ATP13A2, PARK9, KRPPD, CLN12	C	ATPase, type 13A2	610513	REc, Fd	mutation identified in 1 family with CLN12	Kufor-Rakeb syndrome, 606693 (3); ?Ceroid lipofuscinosis, neuronal, 12, 606693 (3)	4(Atp13a2)
1.238	10	6	09	1p36	BCC1	P	Basal cell carcinoma, susceptibility to, 1	605462	Fd	associated with rs7538876	{Basal cell carcinoma, susceptibility to, 1} (2)	
1.239	5	14	02	1p36	BMND3	C	Bone mineral density QTL 3	606928	Fd	?another locus at 3p21	[Bone mineral density QTL 3] (2)	
1.240	8	31	12	1p36.31-p36.23	CAMTA1, KIAA0833, CANPMR	P	Calmodulin-binding transcription activator 1	611501	REc		Cerebellar ataxia, nonprogressive, with mental retardation, 614756 (3)	
1.241	2	20	07	1p36.31	CHD5	C	Chromodomain helicase DNA-binding protein 5	610771	REc, H			4(Chd5)
1.242	6	19	98	1p36.22	CLCN6	P	Chloride channel 6	602726	REa, A			
1.243	11	3	09	1p36.13	CLCNKA	C	Chloride channel, kidney, A	602024	Fd, REc	11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic, 613090 (3)	
1.244	8	24	04	1p36.13	CLCNKB	C	Chloride channel, kidney, B	602023	Fd, REc	unequal crossingover with CLCNKA	Bartter syndrome, type 3, 607364 (3); Bartter syndrome, type 4b, digenic, 613090 (3)	
1.245	3	3	15	1p36.22	CLSTN1, KIAA0911	P	Calsyntenin 1	611321	REc			4(Clstn1)
1.246	1	4	93	1p36	CMM, MLM, DNS	P	Cutaneous malignant melanoma/dysplastic nevus	155600	F, Fd, D	some linkage studies negative; see 9p	{Melanoma, cutaneous malignant, 1} (2)	
1.247	12	30	09	1p36.11	CNR2, CB2, CX5	P	Cannabinoid receptor 2	605051	R, REc			
1.248	4	22	15	1p36.33	DVL1, DRS2	C	Dishevelled 1 (homologous to Drosophila dsh)	601365	Psh, A		Robinow syndrome, autosomal dominant 2, 616331 (3)	
1.249	2	01	01	1p36.22	CORT	C	Cortistatin	602784	H, R, REc			4(Cort)
1.250	1	20	09	1p36	DEL1p36, C1DELp36	P	Chromosome 1p36 deletion syndrome	607872	Ch	contiguous gene deletion syndrome	Chromosome 1p36 deletion syndrome (4)	
1.251	3	13	06	1p36.23	DJ1, PARK7	P	Oncogene DJ-1	602533	Fd, R		Parkinson disease 7, autosomal recessive early-onset, 606324 (3)	
1.252	2	23	95	1p36.12	E2F2	P	E2F transcription factor 2	600426	A			
1.253	4	18	97	1p35.3	EYA3	P	Eyes absent, Drosophila, homolog of, 3	601655	A, H			4(Eya3)
1.254	9	9	08	1p36.22	FBXO2, FBX2, FBG1, NFB42	C	F-box only protein 2	607112	REc			4(Fbxo2)
1.255	5	29	12	1p36.22	H6PD, GDH, G6PDH, CORTRD1	C	Hexose-6-phosphate dehydrogenase	138090	S, F	digenic triallelic mutations with HSD11B1	Cortisone reductase deficiency 1, 604931 (3)	
1.256	6	9	09	1p36	IBD7	P	Inflammatory bowel disease 7	605225	Fd	associated with rs6426833	{Inflammatory bowel disease 7} (2)	
1.257	4	17	01	1p36.31	ICMT	P	Isoprenylcysteine carboxylmethyltransferase	605851	R			
1.258	1	15	16	1p36.11	KDF1, C1orf172	C	Keratinocyte differentiation factor 1	616758	REc, H			4(Kdf1)
1.259	4	2	01	1p36.12	LUZP1	P	Leucine zipper protein 1	601422	H, R			4(Luzp)
1.260	3	9	00	1p36.22	MAD2L2, MAD2B	P	Mitotic arrest-deficient 2, S. cerevisiae, homolog-like 2	604094	R	pseudogene on 14q21-q23		
1.261	9	16	03	1p36.23	MIG6, RALT	P	Mitogen-inducible gene 6	608069	R, REc			
1.262	3	23	09	1p36.22	MIR34A, MIRN34A	P	Micro RNA 34A	611172	REc			
1.263	2	23	09	1p36	MS4	P	Multiple sclerosis, susceptibility to, 4	612596	Fd	associated with rs10492972	{Multiple sclerosis, susceptibility to, 4} (2)	
1.264	7	22	11	1p36	MYP14	P	Myopia 14	610320	Fd	between D1S552 and D1S1622	Myopia 14 (2)	
1.265	12	30	02	1p36.31	NPHP4, SLSN4	P	Nephrocystin 4	607215	Fd, REc		Nephronophthisis 4, 606966 (3); Senior-Loken syndrome 4, 606996 (3)	
1.266	7	9	06	1p36.32	PANK4	P	Pantothenate kinase 4	606162	REn			
1.267	6	1	04	1p36.12	PINK1, PARK6	C	PTEN-induced putative kinase 1	608309	R, REc, Fd		Parkinson disease 6, early onset, 605909 (3)	
1.268	9	9	13	1p36.31	PLEKHG5, KIAA0720, DSMA4, CMTRIC	C	Pleckstrin homology domain-containing protein, family G, member 5	611101	REc, Fd, R, Fd		Spinal muscular atrophy, distal, autosomal recessive, 4, 611067 (3); Charcot-Marie-Tooth disease, recessive intermediate C, 615376 (3)	
1.269	9	28	96	1p36.21	PRDM2, RIZ	P	PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ)	601196	REc, A			4(Riz)
1.270	7	09	06	1p36.33	PRKCZ, PKC2	P	Protein kinase C, zeta form	176982	REc			
1.271	11	29	99	1p36.11	RUNX3, CBFA3, PEBP2A3, AML2	C	Runt-related transcription factor 3	600210	A, REa			4(Aml2, Cbfa3)
1.272	7	31	06	1p36	SCAR4, SCASI	P	Spinocerebellar ataxia, autosomal recessive 4	607317	Fd		Spinocerebellar ataxia, autosomal recessive 4 (2)	
1.273	6	4	13	1p36.32	SMIM1, VEL	P	Small integral membrane protein 1	615242	REc		[Blood group, Vel system], 615264 (3)	
1.274	2	12	03	1p36.31	TAS1R1, T1R1	C	Taste receptor type 1, member 1	606225	R, REc			4(T1r1)
1.275	2	12	03	1p36.13	TAS1R2, T1R2	C	Taste receptor type 1, member 2	606226	R, REc			4(T1r2)
1.276	1	15	14	1p36.33	TNFRSF4, TXGP1L, OX40, ACT35, IMD16	P	Tumor necrosis factor receptor superfamily, member 4	600315	A	mutation identified in 1 IMD16 family	?Immunodeficiency 16, 615593 (3)	4(Ox40)
1.277	12	18	98	1p36.22	TNFRSF8, CD30, D1S166E	P	Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen)	153243	A			4(Cd30)
1.278	12	18	98	1p36.23	TNFRSF9, ILA, CD137	P	Tumor necrosis factor receptor superfamily, member 9 (interleukin-activated receptor; Ly63, mouse, homolog of)	602250	REa			(Cd157)
1.279	10	15	97	1p36.32	TP73	P	p53-related protein	601990	D	imprinted	?Neuroblastoma (1)	
1.280	9	2	09	1p36.13	TRNAE1, TRNE, TRE	P	tRNA glutamic acid	180640	A			
1.281	7	9	06	1p36.23	VAMP3	P	Vesicle-associated membrane protein 3	603657	REc			
1.282	6	27	08	1p36.12	ZBTB40, KIAA0478	P	Zinc finger- and BTB domain-containing protein 40	612106	REc			
1.283	1	2	08	1p36.12	ZNF436, KIAA1710	P	Zinc finger protein 436	611703	REc			
1.284	5	29	02	1p36.11	GALE	C	UDP galactose-4-epimerase	606953	S, LD		Galactose epimerase deficiency, 230350 (3)	
1.285	3	12	96	1p36.13	HTR6	P	5-hydroxytryptamine (serotonin) receptor-6	601109	REa			
1.286	11	1	06	1p36.11	LDLRAP1, ARH, FHCB2, FHCB1	C	Low density lipoprotein receptor adaptor protein 1	605747	Fd		Hypercholesterolemia, familial, autosomal recessive, 603813 (3)	
1.287	6	14	11	1p36.13	PADI6	P	Peptidylarginine deiminase, type VI	610363	REn			
1.288	11	15	11	1p36.11	SEPN1, SELN, RSMD1, CFTD	C	Selenoprotein N	606210	REc, Fd		Muscular dystrophy, rigid spine, 1, 602771 (3); Myopathy, congenital, with fiber-type disproportion, 255310 (3)	
1.289	11	1	04	1p36-p34	DYX8	P	Dyslexia, susceptibility to, 8	608995	Fd	between D1S552 and D1S1622	{Dyslexia, susceptibility to, 8} (2)	
1.290	12	23	14	1p36.13	PLA2G5, FRFB	P	Phospholipase A2, group V	601192	A		[Fleck retina, familial benign], 228980 (3)	4(Pla2g5)
1.291	5	4	00	1p34.3	PABPC4, PABP4, IPABP, APP1	P	Polyadenylate-binding protein, cytoplasmic, 4	603407	Psh, R			
1.292	12	3	91	1p36.22	SRM, SPS1	C	Spermidine synthase-1	182891	REa, A, Psh	?pseudogene on 3p14-q21		
1.293	4	29	16	1p36.11	ARID1A, C1orf4, B120, SMARCF1, MRD14, CSS2	P	AT rich interactive domain 1A, SWI-like	603024	A		Coffin-Siris syndrome 2, 614607 (3)	
1.294	1	15	13	1p35.3	ATP1F1, IF1	P	ATPase inhibitory factor 1	614981	REc			
1.295	3	28	11	1p36.11	CATSPER4	P	Cation channel, sperm-associated, 4	609121	REc			4(Catsper4)
1.296	1	27	04	1p35.1	CSMD2, KIAA1884	P	Cub and Sushi multiple domains 2	608398	REc			
1.297	7	17	09	1p35.3	GMEB1	P	Glucocorticoid modulatory element-binding protein 1	604409	R, REc			
1.298	11	3	14	1p35.3	MECR, NRBF1	P	Mitochondrial trans-2-enoyl-CoA reductase	608205	REc			
1.299	11	7	08	1p35.3	MED18	P	Mediator complex subunit 18	612384	REc			
1.300	2	21	07	1p36.11	PDIK1L	P	PDLIM1-interacting kianse 1-like	610785	REc			
1.301	7	16	12	1p35.3	PHACTR4	P	Phosphatase and actin regulator 4	608726	R, REc			
1.302	2	1	11	1p35.3	PTPRU, GLEPP1, PTPU2	C	Protein tyrosine phosphatase, receptor type, U	602454	REc			
1.303	5	13	03	1p35.3	SEST2, HI95	P	Sestrin 2	607767	A			9(Sest2)
1.304	12	19	11	1p35.3	SRSF4, SFRS4, SRp75	P	Splicing factor, serine/arginine-rich, 4	601940	R, REc			
1.305	9	22	08	1p35.3	TAF12	P	TAF12 RNA polymerase II, TATA box-binding protein-associated factor, 20kD	600773	R, REc			
1.306	12	18	14	1p34.3	MEAF6, C1orf149, EAF6	P	MYST/ESA1-associated factor 6	611001	R, REc			
1.307	11	30	06	1p34.3	ADPRHL2, ARH3	P	ADP-ribosylhydrolase-like 2	610624	REc			
1.308	4	26	11	1p34.1	TOE1	P	Target of EGR1	613931	REc			
1.309	1	9	13	1p34.3	ZC3H12A, MCPIP, MCPIP1	P	Zinc finger CCCH domain-containing protein 12A	610562	REc			
1.310	8	8	13	1p35.2	HCRTR1, OX1R	P	Hypocretin receptor 1	602392	REc, R			
1.311	7	16	09	1p35.2	NKAIN1	P	Na+/K+ transporting ATPase-interacting 1	612871	REc			4(Nkain1)
1.312	9	22	08	1p35.2	PUM1, KIAA0099	P	Pumilio, Drosophila, homolog of, 1	607204	REa, REc			
1.313	4	2	12	1p35.2	SERINC2	P	Serine incorporator 2	614549	REc			
1.314	7	27	09	1p35.2	SNRNP40, SPF38, PRPF8BP	P	Small nuclear ribonucleoprotein 40kDa (U5)	607797	R, REc			
1.315	11	3	14	1p35.2	TINAGL1, TINAGRP	P	Tubulointerstitial nephritis antigen-like protein 1	616064	REc			
1.316	9	24	08	1p36.11	RCAN3, DSCR1L2, MCIP3	P	Regulator of calcineurin 3	605860	REc			4(Dscr1l2)
1.317	11	23	11	1p35.2	CCDC28B, MGC1203	P	Coiled-coil comain-containing protein 28B	610162	REc		{Bardet-Biedl syndrome 1, modifier of}, 209900 (3)	
1.318	8	29	02	1p34.3	DNALI1, P28	P	Dynein, axonemal, light intermediate polypeptide 1	602135	REa, R			
1.319	3	20	08	1p35.1	FNDC5, FRCP2	P	Fibronectin type III domain-containing protein 5	611906	R, REc, H			4(Fndc5)
1.320	2	18	96	1p34.3	GJA4, CX37	C	Gap junction protein, alpha-4, 37kD (connexin 37)	121012	REa, A, REc			(Gja4)
1.321	10	7	10	1p34.3	GJB3, CX31, DFNA2B	C	Gap junction protein, beta-3	603324	REn, REc, Psh, A	same YAC as GJA4	Erythrokeratodermia variabilis et progressiva, 133200 (3); Deafness, autosomal dominant 2B, 612644 (3); Deafness, autosomal recessive (3); Deafness, autosomal dominant, with peripheral neuropathy (3); Deafness, digenic, GJB2/GJB3, 220290 (3)	
1.322	11	29	00	1p34.3	GJB4, CX30.3	P	Gap junction protein, beta-4	605425	REn, Fd		Erythrokeratodermia variabilis with erythema gyratum repens, 133200 (3)	
1.323	11	29	00	1p34.3	GJB5, CX31.1	P	Gap junction protein, beta-5	604493	R, REc			
1.324	3	26	07	1p35.1	IBRDC3, NKLAM	P	IBR domain-containing protein 3	610872	R, REc			
1.325	5	26	13	1p35.2	KPNA6	P	Karyopherin alpha-6	610563	R, REc			
1.326	1	14	16	1p35.1	TRIM62, DEAR1	P	Tripartite motif-containing protein 62	616755	A			
1.327	7	17	14	1p35.1	ZBTB8OS, ARCH	P	Zinc finger- and BTB domain-containing protein 8, opposite strand	615891	REc			
1.328	4	2	16	1p35.1	ZSCAN20, ZNF31, KOX29	P	Zinc finger- and SCAN domain-containing protein 20	611315	REc			
1.329	6	10	98	1p35.2	BAI2	P	Brain-specific angiongenesis inhibitor-2	602683	A			
1.330	8	21	91	1p35	EBVS1	P	Epstein-Barr virus integration site	132850	A			
1.331	3	21	93	1p35.3	G1P3, IFI616	C	Interferon, alpha-inducible protein (clone IFI-6-16)	147572	A, T			
1.332	5	26	98	1p35.2	MATN1, CRTM, CMP	C	Matrilin 1, cartilage matrix protein	115437	REa, A, Fd			
1.333	3	19	10	1p36.13	PLA2G2A, PLA2B, PLA2L, MOM1	C	Phospholipase A2, group IIA, platelets, synovial fluid	172411	REa, Fd		{Colorectal cancer}, 114500 (3)	4(Pla2g2a)
1.334	7	27	09	1p35.3	PPP1R8, NIPP1, ARD1	P	Protein phosphatase-1, regulatory subunit-8	602636	REa, REc			
1.335	3	1	01	1p35.2	PTP4A2, PTP4A, PRL2, HH13	P	Protein tyrosine phosphatase, type 4A, 2	601584	REc			
1.336	4	7	94	1p35.3	RPA2	P	Replication protein A2, 32kD	179836	Psh, A			
1.337	12	2	08	1p36.12	WNT4, SERKAL	P	Wingless-type MMTV integration site family, member 4	603490	A, R		SERKAL syndrome, 611812 (3); Mullerian aplasia and hyperandrogenism, 158330 (3)	4(Wnt4)
1.338	2	10	06	1p35.1	YARS, CMTDIC, TYRRS, YTS, YRS	C	Tyrosyl-tRNA synthetase	603623	Fd, REc		Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3)	
1.339	8	26	15	1p35.3	YTHDF2	P	YTH N6-methyladenosine RNA-binding protein 2	610640	Ch, Rec	fused with AML1 in t(1;21)		
1.340	12	3	14	1p34.3	CSF3R, GCSFR	C	Colony-stimulating factor-3 receptor (granulocyte)	138971	A, REb, Psh, REa	mutation identified in 1 hereditary neutrophilia family	?Neutrophilia, hereditary, 162830 (3)	
1.341	5	22	14	1p35.2	LCK, IMD22	C	Lymphocyte-specific protein tyrosine kinase	153390	A, H, Ch	LCK/TCRB fusion in leukemia; mutation identified in 1 IMD22 patient	?Immunodeficiency 22, 615758 (3)	4(Lck)
1.342	9	29	96	1p35.3	PTAFR	C	Platelet-activating factor receptor	173393	REa, A			
1.343	6	8	15	1p35.1	HPCA, DYT2	P	Hippocalcin, 23kD, Ca2+-binding protein	142622	REa, REc		Dystonia 2, torsion, autosomal recessive, 224500 (3)	
1.344	4	23	08	1p34.3	MRPS15	P	Mitochondrial ribosomal protein S15	611979	R, REc			
1.345	5	11	16	1p34.3	AGO1, EIF2C1, GERP95, EIF2C	P	Argonaute 1, RISC catalytic component	606228	A			
1.346	7	1	02	1p34.2	CITED4	P	CBP/P300-interacting transactivator, with glu/asp-rich carboxy terminal domain, 4	606815	A			
1.347	6	27	08	1p34.3	EIF2C3, AGO3	C	Eukaryotic translation initiation factor 2C, subunit 3 (argonaute 3)	607355	R, REc, H			4(Ago3)
1.348	7	23	03	1p34.3	EIF2C4, AGO4, KIAA1567	P	Eukaryotic translation initiation factor 2C, 4 (argonaute 4)	607356	R, REc, H			4(Eif2c4)
1.349	8	18	98	1p34.2	GUCA2A, GUCA2	P	Guanylate cyclase activator 2A (guanylin 2, intestinal, heat-stable)	139392	A			4(Guca2)
1.350	1	22	07	1p35.1	TSSK3, STK22C, STK22D	C	Testis-specific serine/threonine kinase 3	607660	A			4(Stk22d)
1.351	1	30	12	1p34.2	EBNA1BP2, EBP2	P	EBNA1-binding protein 2	614443	REc			
1.352	4	17	13	1p34.3	AKIRIN1	P	Akirin 1	615164	REc			
1.353	9	10	12	1p34.3	C1orf109	P	Chromosome 1 openreading frame 109	614799	REc			
1.354	3	24	06	1p34.3	CDCA8	P	Cell division cycle-associated protein 8	609977	REc	possible pseudogene on chr.7		
1.355	9	10	07	1p34.3	EPHA10	P	Ephrin receptor EphA10	611123	REc			
1.356	2	28	06	1p34.3	GBD3	P	Gallbladder disease 3	609919	Fd	new D2S255	Gallbladder disease 3 (2)	
1.357	4	1	08	1p34.3	GJA9, CX59	P	Gap junction protein, alpha-9	611923	REc			
1.358	5	16	05	1p34.3	GNL2, NGP1	P	Guanine nucleotide-binding protein-like 2	609365	R, REc			
1.359	6	13	12	1p34.2	HEYL	P	Hariy/enhancer of split-related with YRPW motif-like protein	609034	R, A			
1.360	7	7	13	1p34.3	KIAA0319L, KIAA1837	P	KIAA0319-like	613535	R, REc			
1.361	2	2	14	1p34.2	MYCL, LMYC	C	Oncogene MYC, lung carcinoma-derived	164850	REa, A, F, REn			4(Lmyc1)
1.362	2	16	04	1p34.3	NCDN, KIAA0607	P	Neurochondrin	608458	R, REc			
1.363	1	15	09	1p34.3	RSPO1, FLJ40906	P	Roof plate-specific spondin, mouse, homolog of, 1	609595	REc		Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, 610644 (3); Palmoplantar hyperkeratosis and true hermaphroditism, 610644 (3)	
1.364	3	11	08	1p35.1	S100PBP, S100PBPR	P	S100P-binding protein	611889	REc			
1.365	4	10	14	1p34.3	SF3A3, SF3A60, SAP61, PRP9	P	Splicing factor 3A, subunit 3	605596	REc			
1.366	6	30	05	1p34.3	STK40, SHIK	P	Serine/threonine protein kinase 40	609437	R, REc			
1.367	1	18	12	1p34.3	TFAP2E	P	Transcription factor AP2-epsilon	614428	REc			
1.368	7	13	15	1p34.3	THRAP3, TRAP150	P	Thyroid hormone receptor-associated protein 3	603809	REc			
1.369	5	21	07	1p34.3	TRAPPC3, BET3	P	Trafficking protein particle complex, subunit 3	610955	R, REc			
1.370	6	30	05	1p34.3	UTP11L, CGI94	P	UTP11-like protein	609440	R, REc			
1.371	8	27	15	1p34.3	ZMYM4, ZNF262, KIAA0425	P	Zinc finger, MYM-type 4	613568	REc			
1.372	1	29	01	1p34.3	CLASPIN	P	Claspin, Xenopus, homolog of	605434	REc			
1.373	2	25	15	1p34.2	MED8	P	Mediator complex subunit 8	607956	R, REc			
1.374	1	23	08	1p35.1	SYNC1	P	Syncoilin 1	611750	REc			
1.375	5	25	13	1p35.1	AZIN2, ODC1L, KIAA1945	P	Antizyme inhibitor 2	608353	REc			
1.376	5	26	13	1p34.2	NT5C1A, CN1A, CNI, CN1	P	5'-nucleotidase, cytosolic, IA	610525	REc			
1.377	2	25	10	1p34.3	COL8A2, FECD1, PPCD2	C	Collagen VIII, alpha-2 polypeptide	120252	A		Corneal dystrophy, Fuchs endothelial, 1, 136800 (3); Corneal dystrophy, posterior polymorphous 2, 609140 (3)	
1.378	7	23	13	1p34.3-p32.2	CTRCT34, CATC3	P	Cataract 34, multiple types	612968	Fd	between D1S2729 and D1S2890	Cataract 34, multiple types (2)	
1.379	7	6	05	1p34.1	MUTYH, MYH	P	MutY, E. coli, homolog of	604933	A		Adenomas, multiple colorectal, 608456 (3); Gastric cancer, somatic, 613659 (3); Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 (3)	
1.380	11	12	12	1p34.2	BMP8B, OP2	P	Bone morphogenetic protein-8b (osteogenic protein 2)	602284	H, REc			4(Bmp8)
1.381	11	30	06	1p34.2	CLDN19, HOMG5	C	Claudin 19	610036	REc, Fd		Hypomagnesemia 5, renal, with ocular involvement, 248190 (3)	4(Cldn19)
1.382	2	20	08	1p34.2	ELOVL1, SSC1	P	Elongation of very long chain fatty acids-like 1	611813	REc			
1.383	10	12	14	1p34.2	FOXJ3, KIAA1041	P	Forkhead box J3	616035	REc			
1.384	7	30	15	1p34.2	MFSD2A, MCPH15	P	Major facilitator superfamily domain-containing protein 2A	614397	REc		Microcephaly 15, primary, autosomal recessive, 616486 (3)	
1.385	4	8	13	1p34.2	MIR30C1	P	Micro RNA 30C-1	615151	REc			
1.386	8	19	04	1p34.3	NOR1	P	Oxidored-nitro domain-containing protein 1	608854	REc			
1.387	5	24	13	1p34.2	OXCT2, FLJ0030	P	3-oxoacid CoA transferase 2	610289	REc			
1.388	7	27	09	1p34.1	PIK3R3	P	Phosphatidylinositol 3-kinase, regulatory, 3	606076	R, REc			
1.389	8	8	13	1p34.2	PPIE, CYP33	P	Peptidyl-prolyl isomerase E	602435	REc, Psh, REa			
1.390	2	20	98	1p34.3	PSMB2	P	Proteasome subunit, beta type, 2	602175	A			
1.391	12	17	15	1p34.2	SLC2A1, GLUT1, DYT18, PED, GLUT1DS, EIG12, DYT9, SDCHCN	C	Solute carrier family 2 (facilitated glucose transporter), member 1	138140	REa, A, Fd	probably in 1p33	GLUT1 deficiency syndrome 1, infantile onset, severe, 606777 (3); GLUT1 deficiency syndrome 2, childhood onset, 612126 (3); {Epilepsy, idiopathic generalized, susceptibility to, 12}, 614847 (3); Dystonia 9, 601042 (3); Stomatin-deficient cryohydrocytosis with neurologic defects, 608885 (3)	
1.392	4	22	16	1p34.2	SMAP2, SMAP1L	P	Small ADP-ribosylation factor GTPase-activating protein 2	616916	REc			
1.393	11	1	13	1p34.2	SZT2, KIAA0467, EIEE18	P	Seizure threshold 2, mouse, homolog of	615463	REc		Epileptic encephalopathy, early infantile, 18, 615476 (3)	
